Molecule ID,AB,,AC,,AD,,AE,
,Bit (-1),Frequency (-1),Bit (-1),Frequency (-1),Bit (-1),Frequency (-1),Bit (-1),Frequency (-1)
159,160,27142,160,1270,160,1288,160,156
925,926,27120,926,3215,926,3240,926,410
652,653,27120,653,1300,653,1308,653,162
1064,1065,27120,1065,1947,1065,1959,1065,234
333,334,27080,334,639,334,644,334,78
1045,1046,27060,1046,1848,1046,1905,1046,201
677,678,27000,678,0,678,0,678,0
951,952,27000,952,642,952,648,952,83
510,511,27000,511,1923,511,1944,511,243
1938,1939,26960,1939,2544,1939,2588,1939,312
586,587,26832,587,1935,587,1926,587,234
2021,2022,26800,2022,1872,2022,1932,2022,240
35,36,26800,36,649,36,650,36,82
1252,1253,26793,1253,1286,1253,1292,1253,166
1527,1528,26793,1528,2568,1528,2612,1528,328
366,367,26754,367,3250,367,3240,367,405
928,929,26715,929,1944,929,1947,929,243
2036,2037,26676,2037,652,2037,647,2037,82
1687,1688,26676,1688,2584,1688,2584,1688,324
830,831,26676,831,0,831,0,831,0
1416,1417,26676,1417,1250,1417,1290,1417,166
1339,1340,26637,1340,648,1340,655,1340,83
865,866,26637,866,645,866,645,866,83
1532,1533,26637,1533,649,1533,649,1533,83
1473,1474,26600,1474,1911,1474,1926,1474,246
1788,1789,26598,1789,641,1789,649,1789,82
532,533,26559,533,638,533,650,533,83
1421,1422,26559,1422,1290,1422,1302,1422,166
936,937,26559,937,1292,937,1302,937,162
914,915,26481,915,650,915,651,915,80
992,993,26481,993,2572,993,2604,993,280
764,765,26481,765,1302,765,1292,765,166
1391,1392,26442,1392,0,1392,0,1392,0
1303,1304,26403,1304,2600,1304,2616,1304,292
1529,1530,26403,1530,0,1530,0,1530,0
946,947,26403,947,1286,947,1296,947,150
1382,1383,26364,1383,1280,1383,1286,1383,140
245,246,26286,246,4501,246,4522,246,574
659,660,26286,660,1292,660,1290,660,156
483,484,26286,484,1300,484,1312,484,158
1941,1942,26247,1942,1944,1942,1956,1942,243
1121,1122,26247,1122,1917,1122,1947,1122,237
515,516,26144,516,2600,516,2616,516,304
2002,2003,26106,2003,654,2003,652,2003,83
1405,1406,26091,1406,1938,1406,1953,1406,210
424,425,26068,425,1282,425,1286,425,160
1771,1772,26030,1772,1302,1772,1290,1772,166
1790,1791,26013,1791,650,1791,651,1791,80
831,832,25992,832,1278,832,1306,832,162
69,70,25992,70,2588,70,2620,70,332
310,311,25992,311,0,311,0,311,0
165,166,25992,166,648,166,654,166,83
1266,1267,25992,1267,650,1267,656,1267,79
146,147,25954,147,650,147,653,147,83
809,810,25954,810,644,810,645,810,78
1579,1580,25954,1580,653,1580,655,1580,79
615,616,25935,616,632,616,628,616,82
751,752,25916,752,644,752,648,752,81
1972,1973,25916,1973,1300,1973,1298,1973,164
1779,1780,25916,1780,652,1780,654,1780,82
319,320,25840,320,0,320,0,320,0
1910,1911,25840,1911,1290,1911,1300,1911,160
1185,1186,25840,1186,0,1186,0,1186,0
1857,1858,25764,1858,1292,1858,1290,1858,160
976,977,25701,977,0,977,0,977,0
128,129,25688,129,1298,129,1284,129,166
1217,1218,25688,1218,0,1218,0,1218,0
1334,1335,25650,1335,1278,1335,1284,1335,158
377,378,25650,378,642,378,647,378,82
795,796,25612,796,650,796,654,796,71
1723,1724,25612,1724,2568,1724,2588,1724,324
253,254,25574,254,1282,254,1302,254,140
1655,1656,25536,1656,1246,1656,1256,1656,160
896,897,25498,897,648,897,648,897,80
398,399,25498,399,643,399,645,399,83
200,201,25460,201,1274,201,1300,201,142
468,469,25419,469,652,469,655,469,83
1342,1343,25382,1343,1300,1343,1296,1343,166
25,26,25382,26,1300,26,1306,26,164
86,87,25382,87,647,87,653,87,83
161,162,25382,162,652,162,655,162,80
1049,1050,25345,1050,653,1050,653,1050,82
456,457,25345,457,1950,457,1965,457,243
513,514,25308,514,0,514,0,514,0
1926,1927,25271,1927,0,1927,0,1927,0
1892,1893,25234,1893,644,1893,645,1893,83
1514,1515,25234,1515,1294,1515,1302,1515,160
1364,1365,25234,1365,645,1365,651,1365,83
1464,1465,25200,1465,1300,1465,1292,1465,164
176,177,25197,177,1300,177,1302,177,158
548,549,25197,549,651,549,652,549,83
477,478,25123,478,1956,478,1953,478,246
168,169,25049,169,0,169,0,169,0
2001,2002,25049,2002,636,2002,634,2002,76
963,964,25012,964,640,964,637,964,82
76,77,25012,77,641,77,641,77,81
1630,1631,25012,1631,646,1631,651,1631,71
1201,1202,24975,1202,649,1202,646,1202,83
566,567,24938,567,639,567,650,567,81
1237,1238,24938,1238,635,1238,640,1238,82
878,879,24864,879,1292,879,1304,879,166
1616,1617,24827,1617,1929,1617,1932,1617,246
1701,1702,24827,1702,1288,1702,1278,1702,156
1745,1746,24814,1746,0,1746,0,1746,0
1586,1587,24732,1587,0,1587,0,1587,0
1024,1025,24732,1025,1944,1025,1947,1025,249
1863,1864,24696,1864,0,1864,0,1864,0
736,737,24696,737,1292,737,1300,737,164
785,786,24679,786,0,786,0,786,0
732,733,24660,733,1296,733,1308,733,164
1051,1052,24660,1052,1298,1052,1288,1052,162
330,331,24588,331,643,331,639,331,82
408,409,24588,409,1306,409,1310,409,166
219,220,24588,220,1286,220,1288,220,164
845,846,24588,846,645,846,651,846,81
1295,1296,24588,1296,1292,1296,1296,1296,166
1714,1715,24552,1715,2576,1715,2588,1715,332
1883,1884,24552,1884,1296,1884,1302,1884,164
1235,1236,24552,1236,651,1236,655,1236,82
87,88,24552,88,0,88,0,88,0
1087,1088,24408,1088,2604,1088,2596,1088,332
2026,2027,24408,2027,1266,2027,1298,2027,166
13,14,24408,14,1941,14,1938,14,249
358,359,24408,359,643,359,648,359,82
1169,1170,24372,1170,632,1170,646,1170,78
1696,1697,24346,1697,649,1697,642,1697,83
1059,1060,24336,1060,628,1060,643,1060,79
1700,1701,24336,1701,1947,1701,1962,1701,240
1608,1609,24264,1609,648,1609,645,1609,82
255,256,24156,256,2564,256,2556,256,328
1248,1249,24156,1249,639,1249,640,1249,81
2041,2042,24156,2042,640,2042,652,2042,80
680,681,24150,681,1304,681,1302,681,166
1533,1534,24084,1534,640,1534,642,1534,83
1101,1102,24080,1102,1298,1102,1308,1102,166
1738,1739,24080,1739,1296,1739,1296,1739,164
858,859,24048,859,1905,859,1947,859,243
968,969,24045,969,1306,969,1304,969,166
52,53,24045,53,653,53,653,53,82
394,395,24010,395,1953,395,1971,395,243
1618,1619,24010,1619,1300,1619,1306,1619,166
1110,1111,24010,1111,1950,1111,1944,1111,249
447,448,24010,448,1296,448,1306,448,162
444,445,23975,445,651,445,644,445,83
1142,1143,23940,1143,649,1143,655,1143,83
1403,1404,23940,1404,1304,1404,1302,1404,166
1973,1974,23940,1974,648,1974,641,1974,83
1439,1440,23905,1440,1893,1440,1947,1440,225
457,458,23905,458,1272,458,1314,458,166
1815,1816,23905,1816,0,1816,0,1816,0
23,24,23905,24,1944,24,1956,24,249
1127,1128,23864,1128,2548,1128,2560,1128,320
590,591,23835,591,651,591,652,591,80
1000,1001,23835,1001,2608,1001,2620,1001,328
877,878,23835,878,646,878,648,878,82
567,568,23800,568,652,568,656,568,80
912,913,23796,913,1286,913,1310,913,156
1984,1985,23765,1985,646,1985,646,1985,83
1812,1813,23730,1813,1944,1813,1965,1813,249
685,686,23730,686,649,686,650,686,83
236,237,23695,237,1953,237,1956,237,246
840,841,23695,841,1302,841,1290,841,164
452,453,23660,453,650,453,651,453,80
1510,1511,23625,1511,0,1511,0,1511,0
1068,1069,23590,1069,1941,1069,1965,1069,246
1284,1285,23520,1285,653,1285,647,1285,82
246,247,23460,247,654,247,655,247,81
133,134,23415,134,643,134,646,134,82
1706,1707,23380,1707,628,1707,643,1707,81
51,52,23358,52,649,52,654,52,83
2027,2028,23324,2028,649,2028,654,2028,80
1648,1649,23290,1649,1268,1649,1300,1649,166
608,609,23290,609,649,609,652,609,81
661,662,23290,662,0,662,0,662,0
106,107,23290,107,652,107,654,107,83
361,362,23290,362,1296,362,1304,362,164
1175,1176,23256,1176,1953,1176,1956,1176,249
1355,1356,23256,1356,638,1356,640,1356,78
916,917,23222,917,1308,917,1312,917,160
91,92,23222,92,1953,92,1959,92,246
1549,1550,23222,1550,644,1550,645,1550,82
189,190,23205,190,636,190,637,190,69
923,924,23205,924,1854,924,1905,924,243
739,740,23188,740,649,740,646,740,83
1846,1847,23188,1847,2500,1847,2580,1847,328
1592,1593,23154,1593,1298,1593,1302,1593,166
622,623,23120,623,641,623,651,623,70
610,611,23120,611,0,611,0,611,0
174,175,23120,175,1292,175,1300,175,154
1151,1152,23052,1152,1294,1152,1304,1152,156
841,842,23052,842,0,842,0,842,0
1657,1658,23052,1658,652,1658,650,1658,83
593,594,23018,594,1294,594,1290,594,162
662,663,22984,663,1908,663,1944,663,240
1762,1763,22968,1763,614,1763,624,1763,77
1160,1161,22950,1161,648,1161,652,1161,83
1307,1308,22950,1308,1296,1308,1296,1308,148
1917,1918,22916,1918,1304,1918,1306,1918,166
2014,2015,22916,2015,2596,2015,2596,2015,320
367,368,22882,368,2568,368,2580,368,316
1980,1981,22785,1981,2568,1981,2576,1981,316
1409,1410,22737,1410,1294,1410,1306,1410,166
260,261,22704,261,1938,261,1953,261,240
1575,1576,22671,1576,652,1576,654,1576,80
827,828,22671,828,1298,828,1312,828,166
1463,1464,22638,1464,648,1464,653,1464,83
1048,1049,22638,1049,1947,1049,1956,1049,246
42,43,22638,43,1292,43,1304,43,150
1569,1570,22605,1570,1306,1570,1304,1570,160
1301,1302,22605,1302,650,1302,652,1302,81
1871,1872,22605,1872,0,1872,0,1872,0
75,76,22572,76,0,76,0,76,0
1226,1227,22572,1227,1296,1227,1268,1227,158
1588,1589,22572,1589,1941,1589,1953,1589,246
436,437,22572,437,1300,437,1302,437,164
762,763,22572,763,651,763,653,763,81
1793,1794,22572,1794,648,1794,651,1794,82
1551,1552,22539,1552,1300,1552,1308,1552,158
353,354,22539,354,644,354,650,354,83
243,244,22539,244,1887,244,1950,244,237
1859,1860,22506,1860,1294,1860,1302,1860,160
583,584,22506,584,1935,584,1965,584,249
671,672,22506,672,648,672,653,672,83
1213,1214,22440,1214,0,1214,0,1214,0
1496,1497,22440,1497,1290,1497,1288,1497,166
435,436,22440,436,0,436,0,436,0
944,945,22407,945,1296,945,1308,945,166
880,881,22407,881,645,881,655,881,82
238,239,22374,239,1288,239,1288,239,166
12,13,22341,13,0,13,0,13,0
127,128,22341,128,0,128,0,128,0
1314,1315,22242,1315,642,1315,637,1315,82
279,280,22242,280,0,280,0,280,0
1057,1058,22242,1058,1890,1058,1917,1058,243
1908,1909,22242,1909,648,1909,652,1909,83
1044,1045,22242,1045,641,1045,643,1045,78
1778,1779,22110,1779,1941,1779,1926,1779,243
1006,1007,22048,1007,1310,1007,1308,1007,158
730,731,22048,731,1304,731,1306,731,158
694,695,22016,695,0,695,0,695,0
748,749,22016,749,653,749,648,749,83
67,68,22016,68,0,68,0,68,0
343,344,22016,344,654,344,653,344,83
1005,1006,21952,1006,1310,1006,1308,1006,164
1824,1825,21952,1825,654,1825,653,1825,80
1461,1462,21920,1462,1298,1462,1294,1462,156
1438,1439,21920,1439,645,1439,645,1439,83
1787,1788,21888,1788,1290,1788,1298,1788,164
1367,1368,21888,1368,1304,1368,1308,1368,160
693,694,21888,694,2596,694,2604,694,332
1427,1428,21856,1428,649,1428,656,1428,83
1704,1705,21824,1705,643,1705,655,1705,80
213,214,21824,214,1950,214,1959,214,237
224,225,21760,225,0,225,0,225,0
122,123,21760,123,1965,123,1959,123,246
876,877,21760,877,2588,877,2596,877,332
1318,1319,21760,1319,1298,1319,1306,1319,164
1462,1463,21728,1463,641,1463,645,1463,81
780,781,21728,781,645,781,649,781,78
56,57,21696,57,648,57,652,57,81
1300,1301,21696,1301,0,1301,0,1301,0
1580,1581,21664,1581,1306,1581,1308,1581,166
731,732,21664,732,0,732,0,732,0
1952,1953,21632,1953,1302,1953,1294,1953,164
587,588,21632,588,644,588,639,588,83
1893,1894,21632,1894,646,1894,657,1894,80
1283,1284,21632,1284,636,1284,643,1284,82
1230,1231,21632,1231,645,1231,645,1231,82
53,54,21632,54,2608,54,2552,54,328
860,861,21632,861,1294,861,1294,861,164
828,829,21632,829,649,829,647,829,81
776,777,21600,777,0,777,0,777,0
443,444,21568,444,644,444,654,444,82
160,161,21568,161,0,161,0,161,0
1485,1486,21536,1486,634,1486,642,1486,83
1231,1232,21536,1232,644,1232,653,1232,79
1157,1158,21504,1158,0,1158,0,1158,0
152,153,21504,153,0,153,0,153,0
1567,1568,21390,1568,647,1568,650,1568,82
1322,1323,21344,1323,1250,1323,1286,1323,166
121,122,21328,122,650,122,651,122,83
636,637,21297,637,1290,637,1314,637,166
741,742,21297,742,642,742,651,742,81
1530,1531,21280,1531,646,1531,649,1531,79
719,720,21266,720,651,720,657,720,83
1994,1995,21235,1995,642,1995,656,1995,79
105,106,21235,106,649,106,655,106,82
978,979,21235,979,644,979,654,979,83
988,989,21204,989,1294,989,1296,989,158
874,875,21204,875,648,875,651,875,82
1976,1977,21204,1977,1306,1977,1312,1977,166
777,778,21173,778,643,778,649,778,82
155,156,21173,156,0,156,0,156,0
1570,1571,21173,1571,1300,1571,1304,1571,156
1662,1663,21173,1663,635,1663,651,1663,80
108,109,21173,109,1294,109,1304,109,162
1244,1245,21173,1245,645,1245,653,1245,82
112,113,21173,113,1962,113,1971,113,249
882,883,21142,883,646,883,640,883,81
1792,1793,21142,1793,0,1793,0,1793,0
1488,1489,21142,1489,1304,1489,1308,1489,164
1732,1733,21111,1733,650,1733,652,1733,81
943,944,21111,944,1298,944,1298,944,160
1577,1578,21111,1578,645,1578,656,1578,83
471,472,21088,472,1272,472,1278,472,166
98,99,21080,99,1280,99,1298,99,160
258,259,21018,259,1304,259,1306,259,164
92,93,20956,93,1935,93,1956,93,246
120,121,20956,121,1292,121,1302,121,166
303,304,20925,304,648,304,641,304,80
1534,1535,20863,1535,646,1535,645,1535,83
903,904,20708,904,0,904,0,904,0
1794,1795,20670,1795,1947,1795,1950,1795,249
2019,2020,20610,2020,1306,2020,1302,2020,164
1971,1972,20610,1972,2588,1972,2612,1972,332
1604,1605,20610,1605,648,1605,653,1605,82
1458,1459,20610,1459,0,1459,0,1459,0
354,355,20553,355,640,355,653,355,82
1156,1157,20550,1157,0,1157,0,1157,0
1585,1586,20550,1586,653,1586,651,1586,80
1612,1613,20550,1613,1304,1613,1314,1613,158
1564,1565,20550,1565,0,1565,0,1565,0
1264,1265,20550,1265,653,1265,655,1265,81
1765,1766,20520,1766,648,1766,645,1766,83
1305,1306,20520,1306,1959,1306,1971,1306,249
1029,1030,20520,1030,652,1030,655,1030,83
1281,1282,20512,1282,647,1282,642,1282,82
1801,1802,20490,1802,0,1802,0,1802,0
817,818,20490,818,0,818,0,818,0
1032,1033,20490,1033,1944,1033,1962,1033,246
1800,1801,20460,1801,645,1801,651,1801,83
1035,1036,20460,1036,640,1036,653,1036,81
1481,1482,20460,1482,1294,1482,1300,1482,166
1960,1961,20460,1961,0,1961,0,1961,0
638,639,20430,639,1953,639,1971,639,240
1054,1055,20400,1055,642,1055,645,1055,80
1746,1747,20370,1747,648,1747,655,1747,83
462,463,20310,463,1298,463,1290,463,164
226,227,20310,227,1296,227,1310,227,146
1308,1309,20280,1309,1306,1309,1302,1309,158
479,480,20280,480,651,480,651,480,83
459,460,20190,460,626,460,647,460,82
1347,1348,20130,1348,1296,1348,1296,1348,166
1249,1250,20010,1250,648,1250,655,1250,82
1454,1455,19981,1455,637,1455,653,1455,82
1852,1853,19952,1853,0,1853,0,1853,0
1341,1342,19952,1342,0,1342,0,1342,0
676,677,19950,677,645,677,651,677,83
852,853,19923,853,652,853,655,853,83
605,606,19923,606,0,606,0,606,0
192,193,19923,193,0,193,0,193,0
185,186,19923,186,1950,186,1941,186,240
1877,1878,19894,1878,1953,1878,1956,1878,243
1223,1224,19894,1224,651,1224,653,1224,83
1323,1324,19865,1324,1292,1324,1306,1324,162
540,541,19865,541,0,541,0,541,0
964,965,19865,965,1310,965,1314,965,162
449,450,19836,450,653,450,657,450,83
418,419,19836,419,0,419,0,419,0
1387,1388,19836,1388,0,1388,0,1388,0
294,295,19836,295,1294,295,1310,295,164
1074,1075,19836,1075,646,1075,647,1075,83
1776,1777,19807,1777,1298,1777,1302,1777,166
1196,1197,19807,1197,647,1197,652,1197,82
1615,1616,19807,1616,652,1616,649,1616,83
1584,1585,19778,1585,0,1585,0,1585,0
300,301,19749,301,650,301,657,301,82
987,988,19749,988,646,988,652,988,81
1490,1491,19749,1491,652,1491,654,1491,83
629,630,19720,630,650,630,648,630,82
839,840,19720,840,1306,840,1314,840,166
336,337,19720,337,648,337,655,337,83
143,144,19691,144,1270,144,1308,144,160
196,197,19691,197,648,197,651,197,81
1865,1866,19662,1866,0,1866,0,1866,0
495,496,19633,496,1296,496,1302,496,160
689,690,19633,690,0,690,0,690,0
1038,1039,19604,1039,0,1039,0,1039,0
889,890,19604,890,641,890,647,890,81
525,526,19604,526,1296,526,1310,526,166
1085,1086,19546,1086,648,1086,654,1086,83
829,830,19546,830,1294,830,1300,830,162
1621,1622,19517,1622,1298,1622,1312,1622,164
1758,1759,19459,1759,642,1759,644,1759,64
273,274,19430,274,648,274,653,274,82
301,302,19348,302,654,302,659,302,83
867,868,19320,868,0,868,0,868,0
506,507,19292,507,652,507,653,507,83
632,633,19292,633,650,633,653,633,79
1011,1012,19292,1012,1971,1012,1971,1012,246
1524,1525,19264,1525,0,1525,0,1525,0
891,892,19236,892,1290,892,1306,892,158
1183,1184,19236,1184,1296,1184,1314,1184,166
433,434,19208,434,1282,434,1314,434,162
1715,1716,19180,1716,652,1716,655,1716,82
1434,1435,19180,1435,0,1435,0,1435,0
784,785,19180,785,650,785,658,785,80
118,119,19180,119,0,119,0,119,0
1536,1537,19169,1537,628,1537,643,1537,82
1889,1890,19152,1890,0,1890,0,1890,0
425,426,19152,426,1953,426,1968,426,249
631,632,19124,632,1304,632,1310,632,156
598,599,19124,599,653,599,660,599,78
365,366,19111,366,641,366,646,366,83
63,64,19096,64,0,64,0,64,0
990,991,19096,991,1941,991,1956,991,249
493,494,19068,494,650,494,651,494,82
229,230,19068,230,0,230,0,230,0
999,1000,19068,1000,1292,1000,1300,1000,166
1886,1887,19068,1887,625,1887,647,1887,83
1311,1312,19040,1312,1300,1312,1310,1312,164
606,607,19040,607,0,607,0,607,0
1818,1819,19012,1819,1290,1819,1294,1819,162
568,569,18984,569,1304,569,1302,569,166
2042,2043,18956,2043,648,2043,651,2043,78
749,750,18928,750,0,750,0,750,0
709,710,18844,710,646,710,651,710,82
798,799,18676,799,639,799,644,799,76
915,916,18603,916,1304,916,1298,916,164
1353,1354,18549,1354,653,1354,655,1354,83
154,155,18549,155,1300,155,1294,155,164
1844,1845,18522,1845,649,1845,659,1845,83
558,559,18495,559,1947,559,1959,559,240
1467,1468,18495,1468,0,1468,0,1468,0
1694,1695,18495,1695,1286,1695,1262,1695,166
1639,1640,18468,1640,1300,1640,1308,1640,166
368,369,18468,369,0,369,0,369,0
1386,1387,18441,1387,0,1387,0,1387,0
952,953,18441,953,647,953,648,953,83
1276,1277,18441,1277,1304,1277,1308,1277,162
1187,1188,18414,1188,1302,1188,1300,1188,162
59,60,18387,60,1296,60,1304,60,166
156,157,18387,157,0,157,0,157,0
1545,1546,18387,1546,639,1546,635,1546,78
1674,1675,18306,1675,647,1675,657,1675,78
215,216,18279,216,0,216,0,216,0
1829,1830,18279,1830,1280,1830,1288,1830,164
1760,1761,18225,1761,636,1761,644,1761,79
1573,1574,18225,1574,1304,1574,1308,1574,166
1928,1929,18198,1929,1276,1929,1286,1929,164
1716,1717,18171,1717,648,1717,650,1717,82
349,350,17955,350,1929,350,1941,350,237
1494,1495,17948,1495,645,1495,644,1495,82
733,734,17928,734,650,734,650,734,82
1576,1577,17914,1577,1302,1577,1312,1577,164
30,31,17901,31,0,31,0,31,0
211,212,17888,212,651,212,655,212,82
286,287,17862,287,0,287,0,287,0
77,78,17862,78,653,78,657,78,83
1915,1916,17836,1916,654,1916,649,1916,83
902,903,17810,903,0,903,0,903,0
663,664,17793,664,628,664,643,664,83
1599,1600,17784,1600,651,1600,655,1600,82
341,342,17784,342,648,342,657,342,81
1435,1436,17784,1436,649,1436,658,1436,74
810,811,17758,811,650,811,653,811,83
1726,1727,17758,1727,1282,1727,1310,1727,166
1293,1294,17758,1294,645,1294,650,1294,83
1902,1903,17732,1903,0,1903,0,1903,0
1998,1999,17706,1999,0,1999,0,1999,0
407,408,17706,408,647,408,651,408,82
1909,1910,17706,1910,1920,1910,1953,1910,249
1182,1183,17706,1183,1284,1183,1306,1183,162
257,258,17680,258,650,258,657,258,83
202,203,17654,203,0,203,0,203,0
34,35,17628,35,648,35,654,35,83
384,385,17602,385,0,385,0,385,0
249,250,17576,250,0,250,0,250,0
753,754,17576,754,629,754,648,754,80
1073,1074,17576,1074,0,1074,0,1074,0
390,391,17550,391,644,391,654,391,79
315,316,17524,316,0,316,0,316,0
1091,1092,17446,1092,631,1092,644,1092,81
985,986,17446,986,0,986,0,986,0
899,900,17420,900,1300,900,1306,900,160
1591,1592,17250,1592,656,1592,658,1592,82
1996,1997,17250,1997,651,1997,653,1997,82
1259,1260,17250,1260,649,1260,656,1260,79
1112,1113,17225,1113,653,1113,654,1113,82
1670,1671,17225,1671,654,1671,657,1671,82
1078,1079,17225,1079,0,1079,0,1079,0
783,784,17200,784,0,784,0,784,0
1603,1604,17200,1604,1304,1604,1308,1604,142
973,974,17200,974,0,974,0,974,0
1321,1322,17175,1322,0,1322,0,1322,0
579,580,17175,580,0,580,0,580,0
1923,1924,17175,1924,655,1924,653,1924,81
74,75,17150,75,0,75,0,75,0
1614,1615,17150,1615,1956,1615,1959,1615,249
957,958,17150,958,651,958,653,958,83
650,651,17125,651,0,651,0,651,0
1890,1891,17125,1891,2596,1891,2600,1891,328
2000,2001,17125,2001,655,2001,651,2001,82
90,91,17100,91,655,91,657,91,82
1839,1840,17100,1840,1304,1840,1308,1840,166
36,37,17075,37,1306,37,1296,37,164
1997,1998,17075,1998,641,1998,654,1998,81
1690,1691,17075,1691,652,1691,653,1691,82
1729,1730,17075,1730,0,1730,0,1730,0
675,676,17025,676,652,676,658,676,83
158,159,17025,159,0,159,0,159,0
1472,1473,17025,1473,0,1473,0,1473,0
1627,1628,17025,1628,650,1628,653,1628,78
204,205,17000,205,0,205,0,205,0
1681,1682,16950,1682,2612,1682,2600,1682,328
627,628,16925,628,1959,628,1953,628,249
516,517,16925,517,645,517,656,517,82
1601,1602,16875,1602,1256,1602,1266,1602,166
794,795,16825,795,642,795,649,795,82
1381,1382,16800,1382,1944,1382,1959,1382,246
99,100,16750,100,648,100,655,100,79
278,279,16725,279,0,279,0,279,0
1031,1032,16575,1032,0,1032,0,1032,0
1100,1101,16560,1101,625,1101,648,1101,81
1548,1549,16512,1549,648,1549,649,1549,83
295,296,16512,296,1962,296,1947,296,249
1571,1572,16512,1572,0,1572,0,1572,0
2018,2019,16512,2019,1302,2019,1302,2019,166
287,288,16488,288,646,288,655,288,82
993,994,16464,994,649,994,656,994,82
669,670,16440,670,0,670,0,670,0
1940,1941,16440,1941,633,1941,651,1941,81
686,687,16440,687,650,687,652,687,77
129,130,16416,130,0,130,0,130,0
1912,1913,16416,1913,1304,1913,1302,1913,160
1581,1582,16416,1582,1300,1582,1298,1582,166
207,208,16368,208,1938,208,1950,208,240
1254,1255,16368,1255,650,1255,652,1255,83
285,286,16320,286,651,286,656,286,82
1833,1834,16320,1834,648,1834,656,1834,83
66,67,16296,67,1286,67,1300,67,152
813,814,16248,814,645,814,655,814,80
1104,1105,16248,1105,649,1105,655,1105,82
446,447,16224,447,1938,447,1962,447,213
148,149,16224,149,651,149,657,149,73
592,593,16080,593,0,593,0,593,0
1440,1441,15847,1441,0,1441,0,1441,0
781,782,15824,782,1306,782,1316,782,166
1920,1921,15824,1921,1917,1921,1959,1921,243
1396,1397,15778,1397,648,1397,653,1397,83
1649,1650,15778,1650,651,1650,655,1650,83
562,563,15755,563,0,563,0,563,0
153,154,15755,154,651,154,650,154,80
1060,1061,15732,1061,0,1061,0,1061,0
1712,1713,15732,1713,0,1713,0,1713,0
1525,1526,15709,1526,0,1526,0,1526,0
1810,1811,15686,1811,651,1811,650,1811,79
269,270,15663,270,652,270,658,270,83
708,709,15640,709,1292,709,1308,709,164
1652,1653,15640,1653,643,1653,651,1653,71
239,240,15617,240,653,240,656,240,83
281,282,15594,282,648,282,654,282,82
918,919,15594,919,653,919,655,919,83
164,165,15594,165,642,165,647,165,83
1541,1542,15571,1542,0,1542,0,1542,0
1945,1946,15571,1946,0,1946,0,1946,0
1278,1279,15548,1279,647,1279,656,1279,82
1161,1162,15548,1162,652,1162,655,1162,79
1500,1501,15202,1501,0,1501,0,1501,0
561,562,15180,562,0,562,0,562,0
1076,1077,15158,1077,1300,1077,1312,1077,162
201,202,15136,202,0,202,0,202,0
272,273,15136,273,1959,273,1956,273,246
237,238,15114,238,644,238,652,238,78
1843,1844,15114,1844,654,1844,658,1844,83
1250,1251,15114,1251,645,1251,652,1251,82
2007,2008,15114,2008,0,2008,0,2008,0
904,905,15092,905,651,905,656,905,82
1406,1407,15092,1407,652,1407,653,1407,83
102,103,15092,103,652,103,657,103,82
247,248,15070,248,643,248,650,248,83
710,711,15070,711,655,711,659,711,83
1019,1020,15070,1020,1953,1020,1953,1020,246
1658,1659,15048,1659,649,1659,657,1659,81
1757,1758,15048,1758,0,1758,0,1758,0
1093,1094,15048,1094,648,1094,656,1094,81
383,384,15048,384,1286,384,1300,384,164
1809,1810,15048,1810,1308,1810,1312,1810,166
962,963,15026,963,651,963,652,963,81
684,685,15026,685,1300,685,1306,685,166
1004,1005,15026,1005,656,1005,654,1005,83
2031,2032,15026,2032,0,2032,0,2032,0
55,56,14982,56,0,56,0,56,0
1678,1679,14982,1679,0,1679,0,1679,0
1137,1138,14982,1138,0,1138,0,1138,0
1698,1699,14960,1699,0,1699,0,1699,0
1267,1268,14894,1268,647,1268,652,1268,83
1739,1740,14894,1740,645,1740,653,1740,78
1507,1508,14894,1508,0,1508,0,1508,0
1081,1082,14850,1082,646,1082,642,1082,82
1164,1165,14490,1165,640,1165,649,1165,72
373,374,14469,374,652,374,659,374,82
529,530,14469,530,0,530,0,530,0
450,451,14469,451,1310,451,1316,451,166
1683,1684,14469,1684,0,1684,0,1684,0
1624,1625,14448,1625,1938,1625,1953,1625,243
618,619,14448,619,1953,619,1977,619,246
193,194,14427,194,0,194,0,194,0
883,884,14427,884,0,884,0,884,0
271,272,14427,272,0,272,0,272,0
706,707,14427,707,644,707,643,707,80
461,462,14427,462,635,462,656,462,83
1420,1421,14385,1421,1302,1421,1298,1421,164
1320,1321,14385,1321,0,1321,0,1321,0
1401,1402,14385,1402,647,1402,656,1402,81
1376,1377,14385,1377,1298,1377,1308,1377,164
920,921,14385,921,0,921,0,921,0
639,640,14364,640,650,640,655,640,83
1932,1933,14364,1933,649,1933,651,1933,81
167,168,14364,168,1308,168,1306,168,160
872,873,14343,873,1304,873,1310,873,166
1822,1823,14322,1823,639,1823,658,1823,82
1331,1332,14301,1332,1298,1332,1306,1332,164
1489,1490,14280,1490,0,1490,0,1490,0
1942,1943,14259,1943,0,1943,0,1943,0
1901,1902,14238,1902,650,1902,659,1902,71
1625,1626,14196,1626,633,1626,647,1626,75
1953,1954,14175,1954,1306,1954,1308,1954,156
93,94,14154,94,651,94,654,94,79
397,398,13840,398,1282,398,1322,398,166
170,171,13839,171,639,171,653,171,68
130,131,13820,131,657,131,659,131,82
1424,1425,13780,1425,0,1425,0,1425,0
1433,1434,13740,1434,1304,1434,1312,1434,160
